4.509994148539254598e-12,1.360881461680787008e-11,1.499999999999732880e+00
4.143452524571909399e-11,1.263845528001717421e-10,1.525782734243813721e+00
3.880925214898650610e-02,1.180097702267298015e-01,1.674826402947074966e+00
1.240573231615384048e-01,3.757137249488253228e-01,1.890321682964514860e+00
2.342211302862709232e-01,7.071509941484546147e-01,2.033463132718617672e+00
3.541489114012965622e-01,1.066501588696777247e+00,2.117606183168702749e+00
4.705774691333645121e-01,1.414228231621648568e+00,2.181779341824750862e+00
5.738858349824801364e-01,1.722154951045390181e+00,2.239596842297879586e+00
6.600103319327645934e-01,1.978740531650114987e+00,2.290094743726654780e+00
7.289893630686352655e-01,2.184471051839569355e+00,2.331181792035240896e+00
7.829844450962232250e-01,2.345919332016335179e+00,2.363323862451831570e+00
8.249035361198940874e-01,2.471702652229418984e+00,2.388402920442439736e+00
8.575854024876264914e-01,2.570139208483674942e+00,2.408286564143761854e+00
8.833970577162272297e-01,2.648125107035685044e+00,2.424304970200704457e+00
9.041225942647101999e-01,2.710851833301763492e+00,2.437307149413599383e+00
9.210212661471957052e-01,2.761998592675711794e+00,2.447852089235123429e+00
9.349528929788297749e-01,2.804103658101321006e+00,2.456345647711105862e+00
9.465063839971746829e-01,2.838933693553462589e+00,2.463106080036006063e+00
9.561018774029860223e-01,2.867771613898589145e+00,2.468389422674960532e+00
9.640597715645642385e-01,2.891608212372288378e+00,2.472399562832119813e+00
9.706414151716649119e-01,2.911253998409116583e+00,2.475293860579595329e+00
9.760700169894112044e-01,2.927396832803322191e+00,2.477187383592739600e+00
9.805399175797754330e-01,2.940628529129214908e+00,2.478156192351538056e+00
9.842202467141725197e-01,2.951456905442672696e+00,2.478239606018951324e+00
9.872566584461826000e-01,2.960312951961605599e+00,2.477441356406254958e+00
9.897729781827372397e-01,2.967557602171922770e+00,2.475729539522966594e+00
9.918733873389785627e-01,2.973489392364893291e+00,2.473035257974197876e+00
9.936451229415038666e-01,2.978352720310836865e+00,2.469249826961501526e+00
9.951614052422184109e-01,2.982345932052138160e+00,2.464220389560618951e+00
9.964842644943631145e-01,2.985628610715077347e+00,2.457743745330642771e+00
9.976670222037437030e-01,2.988327898930552173e+00,2.449558136790967566e+00
9.987563736447400142e-01,2.990544266202362689e+00,2.439332661559572735e+00
9.997943530383204269e-01,2.992357677126421311e+00,2.426653884226619429e+00
1.000820960550187433e+00,2.993835396476186350e+00,2.411009106308623196e+00
1.001878763782168225e+00,2.995042318623915012e+00,2.391765601983452783e+00
1.003020906238982546e+00,2.996053299667988057e+00,2.368144930993369979e+00
1.004322778326383947e+00,2.996964299987604274e+00,2.339191225973796584e+00
1.005894011531183629e+00,2.997895802802158283e+00,2.303732222400618923e+00
1.007880927400585769e+00,2.998979947974419247e+00,2.260331835311346182e+00
1.010441857711943614e+00,3.000325489783903787e+00,2.207232956718662820e+00
1.013674739208335618e+00,3.001965163170244644e+00,2.142287806853963250e+00
1.017488158733201642e+00,3.003807180068394977e+00,2.062870427154873010e+00
1.021442717556150459e+00,3.005626175311388870e+00,1.965769529132526339e+00
1.024644569369723923e+00,3.007119842588452663e+00,1.847114232475928430e+00
1.025811427266882569e+00,3.008011627057680659e+00,1.702778599182877217e+00
1.023566710826086634e+00,3.008113393388050838e+00,1.532747332415333785e+00
1.016662659931849344e+00,3.007176565158874215e+00,1.377395266831868526e+00
1.005784335519656070e+00,3.003298600100481330e+00,1.610456428203230761e+00
1.001693526862610373e+00,3.001015515804491773e+00,2.147238892823260858e+00
1.000431252183800579e+00,3.000457711956576734e+00,2.444603254699962314e+00
9.999999999981412646e-01,3.000000000002364775e+00,2.500000000047702731e+00
