# CFs,1
Timestamp [s],x_d,y_d,z_d, x,y,z,qw,qx,qy,qz
1642798176.19,"[-0.8036666017290647, -1.269480840606145, 1.955075645968342, 0.9987158262904476, -0.020383734126564954, 0.00024671814410083233, -0.04547832006975165, -0.06255673140546755, -0.08837618291363364, 0.013446973194127312, -0.0003923533778132371, 0.0018036854903661012, 0.0023434136319422025]","[-0.7794927954673767, -1.1105260848999023, 1.9034329652786255, 0.9985330784798683, -0.0012739563933544605, 0.018817708054391015, -0.05075393659810657]"
1642798176.39,"[-0.7937526151746024, -1.246167235702465, 1.9518381756967949, 0.9991588823328841, -0.013069193076647157, -0.0013035201685816181, -0.036187448607467004, -0.06277227697280707, -0.08736626336771283, 0.012141936997245271, -0.001469383742006572, 0.0022814200146672806, 0.001864567721924542]","[-0.7829499244689941, -1.1363493204116821, 1.901911735534668, 0.9985547378979365, -0.0018761091057146737, 0.02166413956295174, -0.049148557386802016]"
1642798176.58,"[-0.7846690572283999, -1.2697697769244334, 1.9512999412757126, 0.9990798556059163, -0.013647288640320308, -0.002982449706714413, -0.03803142412747512, -0.06347317231813761, -0.07847409181374812, 0.011202393643958669, -0.0015847395209474952, 0.0026891706656972103, 0.001959254451049209]","[-0.7853893637657166, -1.1579623222351074, 1.9032975435256958, 0.9986049516546743, -0.006634438399543149, 0.024320540909898266, -0.0463966167703884]"
1642798176.79,"[-0.7781288302611695, -1.2627218016983979, 1.951550372830194, 0.9991831064334391, -0.009999833662740277, -0.003976838737427778, -0.03537810733900597, -0.0637973311744478, -0.07684356414463334, 0.010114351806355691, -0.002209514538578844, 0.0029953907843822333, 0.0018224774165541135]","[-0.7884718775749207, -1.180286169052124, 1.9064202308654785, 0.9987549508374024, -0.00850107175750126, 0.018094547677410696, -0.04570412783438221]"
1642798176.99,"[-0.8029741829365039, -1.2789653957461093, 1.9551641051653301, 0.9992621775784263, -0.009491959774102278, -0.00012031601020812046, -0.035433825418898966, -0.05808072577051432, -0.06941846408370553, 0.009219433872903401, -0.0022059933055221664, 0.002653139153998653, 0.0018252034236649166]","[-0.7906864285469055, -1.2041300535202026, 1.9104299545288086, 0.9992309993026828, 0.0034963689700716065, 0.013628946055640993, -0.03659832326759755]"
1642798177.19,"[-0.8120930141564489, -1.338970863138973, 1.9588769029623436, 0.9995085844920282, -0.015952461720512536, 0.0012370994886637837, -0.025201024626074063, -0.055699614627541146, -0.05431435055236901, 0.008585325713628578, -0.0012273422164842604, 0.002714195877159563, 0.001297882281707935]","[-0.7916362285614014, -1.2238587141036987, 1.9158577919006348, 0.9990039291055445, 0.002285968937511772, 0.020283581330117907, -0.039679973615483456]"
1642798177.39,"[-0.7856445196411836, -1.3319901929657738, 1.9599009678032968, 0.9992847260497107, -0.012202526892143633, -0.00320940508525572, -0.0325149410309967, -0.05994021751151721, -0.05358505941334862, 0.007592598356070936, -0.0017287384676740389, 0.003269714980888176, 0.0016745500414438903]","[-0.7938464283943176, -1.2409757375717163, 1.920864462852478, 0.998932910089021, -0.012563455070044725, 0.023575531603041038, -0.03767485962040244]"
1642798177.59,"[-0.7847531756230268, -1.2952060119605546, 1.9596306201505407, 0.999398154977155, -0.0036547689168557208, -0.0035188146059056823, -0.028597406565222135, -0.05906951395871483, -0.05822078012821881, 0.006819864264153361, -0.002655099769970533, 0.0033229895584899125, 0.0014728391862183082]","[-0.7964625358581543, -1.2588520050048828, 1.9267957210540771, 0.9992750153498683, 0.004728138849275595, 0.01680413424861033, -0.033833555425009085]"
1642798177.79,"[-0.8126605846994149, -1.375400226966537, 1.9665735696127198, 0.99951359937862, -0.014812684655098135, 0.0006211085697582744, -0.025213721315887463, -0.053511803191894164, -0.041883516472759896, 0.0064066849860123995, -0.0012309322329300473, 0.0029350175886508206, 0.0012986209912049622]","[-0.797416090965271, -1.2739875316619873, 1.931808590888977, 0.9992410597964274, -0.0083137583464982, 0.019849320987607035, -0.03246829677392323]"
1642798177.99,"[-0.7932718708847851, -1.3268827074140654, 1.966252382572591, 0.9995467059807098, -0.004308448029803385, -0.00231296446774799, -0.02478735199339713, -0.05693618545619099, -0.04851588775731445, 0.005589623142199265, -0.002340999530116232, 0.003334739339243116, 0.0012764938257133762]","[-0.7979773283004761, -1.2886054515838623, 1.9356640577316284, 0.9993305026689698, 0.00029767787247460525, 0.018629572950751374, -0.03148645478520992]"
1642798178.17,"[-0.7998751713301206, -1.3743691435274548, 1.9693909544607102, 0.9995852288350787, -0.01041999814879735, -0.0012666438062403844, -0.024407311501322006, -0.05577484712010526, -0.03899278601718313, 0.005316150838562218, -0.001559669786887312, 0.0032998810773567366, 0.0012569499944492177]","[-0.7977350950241089, -1.3001315593719482, 1.9377537965774536, 0.9992557993665203, -0.006002457484693374, 0.021271609258678777, -0.031612285207921566]"
1642798178.39,"[-0.7880819481142884, -1.3500629770145975, 1.9683901859047652, 0.9995645716551718, -0.004835137210276278, -0.0029476721720380103, -0.024793701219895686, -0.057965492001327945, -0.042607247573570886, 0.0049614505653806824, -0.0021816748670846695, 0.003544913288108048, 0.001276847200154932]","[-0.7989682555198669, -1.312888264656067, 1.9397779703140259, 0.9995032882440471, -0.00854186742199892, 0.015021130943877177, -0.0263548651191593]"
1642798178.57,"[-0.8136556403802556, -1.3596238525365343, 1.970849910920472, 0.9997718233493199, -0.004361706576504643, 0.0010914189069919076, -0.01838572297322661, -0.052688624275897135, -0.038899480544875256, 0.004742979396595359, -0.001999800212232221, 0.0030908103839257656, 0.0009468590012480793]","[-0.798811674118042, -1.3252919912338257, 1.9411555528640747, 0.9994139820052906, 0.0072436631803822205, 0.021023255154422462, -0.026023924738012075]"
1642798178.78,"[-0.7878903824813658, -1.4198907853027845, 1.9700831913945773, 0.9995710091603961, -0.01274626270234622, -0.0032942592069207842, -0.02055482526124466, -0.057420309822685124, -0.02729573076323414, 0.00472312765031771, -0.0009339204658518202, 0.0036560812195388995, 0.0010584211775118355]","[-0.7999284267425537, -1.3356170654296875, 1.9416942596435547, 0.9993651634523516, 6.239558648279922e-05, 0.019217318164731243, -0.02999934777959164]"
1642798178.99,"[-0.8012748499739706, -1.3877749180161787, 1.9709413530374755, 0.9995987799403009, -0.005808225063871404, -0.001211142000814729, -0.025080331381480667, -0.054522970036690384, -0.031862540332215944, 0.004453490742978041, -0.0016520838957695197, 0.0033579213242406133, 0.0012915981544985647]","[-0.8026321530342102, -1.3436963558197021, 1.9412730932235718, 0.9994393286075111, -0.00957325408553332, 0.01613821136903636, -0.027729756086012917]"
1642798179.19,"[-0.8144588496008508, -1.3651510699584568, 1.9701843237173295, 0.999705881580195, -0.001115650568304216, 0.0004581987980491779, -0.020595944606611103, -0.051140172565369645, -0.036021462589962555, 0.0044234630977275195, -0.0021590022414164634, 0.0030829691191881572, 0.0010609829043980966]","[-0.8043823838233948, -1.3517167568206787, 1.9412654638290405, 0.9994348970520489, -0.012821738719654667, 0.013730958223511622, -0.027873829249485976]"
1642798179.39,"[-0.8182939834399111, -1.3695751252924768, 1.970518881486639, 0.999700314860855, -0.0006791903209776387, 0.000995961895993028, -0.021639005433207126, -0.05056712206437776, -0.034673557896547434, 0.004342471441781501, -0.002143234660210408, 0.003035862037391694, 0.0011147111297274762]","[-0.8041104674339294, -1.3601187467575073, 1.9416519403457642, 0.9993871396343399, 0.001534599336873087, 0.021257631365660355, -0.02776874586814205]"
1642798179.58,"[-0.7896350745510504, -1.4246936185105168, 1.9700177188070387, 0.9995923760964043, -0.008659281129921067, -0.0037322091223299, -0.021851430487862214, -0.05630876987313349, -0.024227910673842314, 0.004311751355043757, -0.0011374944741772593, 0.0036826452704915857, 0.001125435675235112]","[-0.8055278062820435, -1.3667843341827393, 1.9405523538589478, 0.999675520478096, -0.0025832965249692114, 0.014689135485152867, -0.020649688487015774]"
1642798179.78,"[-0.8204259087374798, -1.4000553662431299, 1.9708579974421838, 0.9998664230559469, -0.0036164611348432404, 0.0012577127868322324, -0.013244928938048453, -0.05032728209018281, -0.027943296990525404, 0.004322004324884669, -0.0016056606108251388, 0.003097143801512915, 0.0006822290134278]","[-0.8059372305870056, -1.3740018606185913, 1.9409096240997314, 0.9994795116450996, -0.002045847899030301, 0.01888369729943476, -0.026075396149445016]"
1642798179.99,"[-0.8001329608881942, -1.413111705261511, 1.9702641348585284, 0.9996474274299563, -0.004545386381639474, -0.0022366918506110086, -0.02259933174946979, -0.053963186062101896, -0.024818066203501323, 0.004182778260575452, -0.0014840663479920232, 0.0034959497982885793, 0.0011639673571104264]","[-0.8066506385803223, -1.3812421560287476, 1.9423506259918213, 0.9995196552854938, 0.006131165251185699, 0.01833961361984991, -0.024218300578383225]"
1642798180.19,"[-0.8071648190115867, -1.44326863102605, 1.9717082738960894, 0.9997275380607821, -0.00858043460951009, -0.001214203260072647, -0.018392193433844153, -0.05262939592953086, -0.018815486707520535, 0.004102748981360739, -0.0009251524705337043, 0.0034153313540234986, 0.000947267070505995]","[-0.8072885870933533, -1.3870899677276611, 1.9432809352874756, 0.99935589168371, 0.003961119719452268, 0.027351358343690332, -0.022891362658875192]"
1642798180.39,"[-0.7796245591940232, -1.431601723974047, 1.9694549259177, 0.9996625383723733, -0.005717774984419373, -0.006001501537578781, -0.01757052336007679, -0.057289758506079674, -0.02049123415207414, 0.003992597717818385, -0.0012176427812865369, 0.003957008041545522, 0.0009049244473476586]","[-0.8106525540351868, -1.391117811203003, 1.9435181617736816, 0.9996009166744815, 0.007478851133171008, 0.013717794376026698, -0.023535001311264]"
1642798180.57,"[-0.8377397831703817, -1.4423383357911996, 1.9732754142374749, 0.9997751456093279, -0.00742728476474826, 0.003021061499667808, -0.018781360486945172, -0.04596979675542506, -0.018954446950888427, 0.004024920509077334, -0.001008123254679326, 0.002790496146251799, 0.0009676087533049896]","[-0.810423731803894, -1.3947808742523193, 1.9447438716888428, 0.9991333134096868, 0.0018632207576250103, 0.034231937220675177, -0.023607730037185082]"
1642798180.79,"[-0.7559358157371108, -1.4257639793372048, 1.9670828272190402, 0.9994655653534209, -0.003764243528990311, -0.010473159399658812, -0.018774689544430012, -0.061169002700721085, -0.02140061251827545, 0.003817403613048026, -0.001249214735436592, 0.004353637391298473, 0.0009670573831721853]","[-0.8117074966430664, -1.4005606174468994, 1.9460712671279907, 0.999275436417285, 0.009820870961555596, 0.028355302018966678, -0.023412165940260545]"
1642798180.98,"[-0.7954115081499148, -1.4634447481977422, 1.9715729871292602, 0.9996935224466159, -0.00908358542177564, -0.0040456057255257825, -0.018523766710915057, -0.05421361904298391, -0.013425938735282063, 0.0036264553028729565, -0.00014948129838299531, 0.0035018201582600952, 0.0009540955996687854]","[-0.8118453025817871, -1.4064027070999146, 1.946211814880371, 0.9993620666170343, 0.01285834553238733, 0.024325824191419224, -0.022767894819418887]"
