# id x[m] y[m] z[m] t[s]
0, 0.000000, -1.000000, 2.000000, 0.000000
1, 0.000000, -0.777778, 2.000000, 0.000000
2, 0.000000, -0.555556, 2.000000, 0.000000
3, 0.000000, -0.333333, 2.000000, 0.000000
4, 0.000000, -0.111111, 2.000000, 0.000000
5, 0.000000, 0.111111, 2.000000, 0.000000
6, 0.000000, 0.333333, 2.000000, 0.000000
7, 0.000000, 0.555556, 2.000000, 0.000000
8, 0.000000, 0.777778, 2.000000, 0.000000
9, 0.000000, 1.000000, 2.000000, 0.000000
0, 1.000000, 0.000000, 3.000000, 6.000000
1, -1.000000, 0.000000, 3.000000, 6.000000
2, 0.000000, 0.000000, 1.000000, 6.000000
3, 0.000000, 0.000000, 1.400000, 6.000000
4, 0.000000, 0.000000, 2.200000, 6.000000
5, 0.000000, 0.000000, 1.800000, 6.000000
6, 0.000000, 0.000000, 2.600000, 6.000000
7, 0.000000, 0.000000, 3.000000, 6.000000
8, -1.000000, 0.000000, 1.000000, 6.000000
9, 1.000000, 0.000000, 1.000000, 6.000000
0, 1.670000, 0.000000, 3.000000, 12.000000
1, 1.027000, 0.000000, 2.766000, 12.000000
2, 1.328000, 0.000000, 1.060000, 12.000000
3, 0.804000, 0.000000, 1.500000, 12.000000
4, 0.685000, 0.000000, 2.174000, 12.000000
5, 0.685000, 0.000000, 1.826000, 12.000000
6, 0.804000, 0.000000, 2.500000, 12.000000
7, 1.328000, 0.000000, 2.940000, 12.000000
8, 1.027000, 0.000000, 1.234000, 12.000000
9, 1.670000, 0.000000, 1.000000, 12.000000
0, 1.000000, 0.000000, 2.000000, 18.000000
1, -0.309000, 0.000000, 2.951000, 18.000000
2, 0.309000, 0.000000, 1.049000, 18.000000
3, -0.809000, 0.000000, 1.412000, 18.000000
4, -0.809000, 0.000000, 2.588000, 18.000000
5, -1.000000, 0.000000, 2.000000, 18.000000
6, 0.809000, 0.000000, 2.588000, 18.000000
7, 0.309000, 0.000000, 2.951000, 18.000000
8, 0.809000, 0.000000, 1.412000, 18.000000
9, -0.309000, 0.000000, 1.049000, 18.000000
0, 1.000000, 0.000000, 2.000000, 24.000000
1, -1.000000, 0.000000, 3.000000, 24.000000
2, 1.000000, 0.000000, 1.000000, 24.000000
3, -1.000000, 0.000000, 1.000000, 24.000000
4, -0.600000, 0.000000, 2.600000, 24.000000
5, -1.000000, 0.000000, 2.000000, 24.000000
6, 1.000000, 0.000000, 3.000000, 24.000000
7, -0.200000, 0.000000, 2.200000, 24.000000
8, 0.600000, 0.000000, 1.400000, 24.000000
9, 0.200000, 0.000000, 1.800000, 24.000000
0, 0.000000, 0.555556, 2.000000, 30.000000
1, 0.000000, 1.000000, 2.000000, 30.000000
2, 0.000000, 0.777778, 2.000000, 30.000000
3, 0.000000, -0.777778, 2.000000, 30.000000
4, 0.000000, -0.333333, 2.000000, 30.000000
5, 0.000000, -0.555556, 2.000000, 30.000000
6, 0.000000, -1.000000, 2.000000, 30.000000
7, 0.000000, 0.111111, 2.000000, 30.000000
8, 0.000000, 0.333333, 2.000000, 30.000000
9, 0.000000, -0.111111, 2.000000, 30.000000
